account_length,number_vmail_messages,total_day_charge,total_eve_charge,total_night_charge,total_intl_charge,number_customer_service_calls,churn
61,15,42.91,15.96,11.68,2.7,2,0
101,34,17.99743693,19.02261162,4.92921992,3.425253526,3,1
114,0,20.75643087,18.67330173,8.109890004,2.94767305,2,1
132,0,43.38981809,20.79443245,8.164374848,2.395772496,0,1
167,0,28.29,20.67,10.31,2.67,1,0
113,0,33.85040928,22.21127331,10.40955546,2.968489092,1,1
95,0,45.19757663,20.71088221,8.555152139,2.226259848,1,1
114,0,25.48022785,14.04323336,11.32430162,2.472747986,5,1
178,0,47.1292047,21.94232031,11.0860891,2.630902797,1,1
75,0,36.05874354,9.694300545,8.016053222,2.588744587,3,1
63,0,50.81355426,16.93394083,9.55047187,3.233974229,1,1
147,0,26.69,8.76,9.53,1.92,0,0
169,0,45.34,13.45,12.95,3.73,3,1
108,30,47.02,18.71,8.01,2.65,2,0
73,0,38.15,13.56,8.68,3.51,1,0
127,0,41.99374255,18.56997162,10.55509934,3.628707776,0,1
130,0,46.91069113,19.95548355,9.604721137,2.550959638,3,1
87,0,31.59,16.35,9,1.78,1,0
128,0,40.04435021,22.13687325,9.218466567,3.224018515,1,1
106,29,14.21,17.33,10.33,2.19,1,0
94,0,35.19,14.23,10.72,0.7,1,0
163,0,40.56,15.13,8.82,1.67,1,0
123,0,21.93752098,11.92080299,11.51316422,3.029256295,3,1
121,0,39.68385574,20.88271568,8.282660306,2.907870173,0,1
101,0,26.25,18.46,8.34,3.75,1,0
115,0,31.1609362,14.26424605,8.717217626,1.935635187,4,1
53,0,42.23778229,18.574293,10.42819941,2.802594098,1,1
60,0,49.27,21.73,10.93,3.16,2,1
137,0,21.59,27.47,6.48,2.03,1,0
78,31,25.42021588,17.55969384,5.761975661,3.696937068,4,1
177,0,46.44564945,20.92838002,10.73291888,2.547357156,1,1
75,0,49.65180327,14.59276477,7.792727047,3.508302104,0,1
114,0,35.07,19,10.54,2.19,2,0
148,0,25.19,13.57,8.88,2.32,2,0
109,26,36.92,12.37,12.63,2.51,0,0
101,0,26.93,15.98,9.89,3.65,4,1
131,0,36.01,22.14,6.49,2.92,0,0
135,0,40.78,15.05,9.77,1.59,2,0
140,0,44.99226044,18.41502625,9.4170911,2.570162116,0,1
153,28,40.05,19.37,7.66,4.16,0,0
138,33,36.53,24.54,11.82,2.19,0,0
41,0,42.67654594,21.66208257,7.643225474,2.684888876,2,1
56,0,23.32,14.1,8.2,3.86,1,0
83,33,38.79,21.18,4.21,2.75,0,0
68,0,37.88,14.94,9.09,2.97,3,0
152,0,47.79198176,16.51018297,13.51098257,2.197918437,0,1
54,0,48.03406401,19.99289836,10.01950494,3.656328042,0,1
111,0,41.75473551,20.26693791,10.57742093,2.895218525,1,1
107,0,36.16555865,23.68676136,13.12992485,2.976474707,0,1
65,0,41.77,20.56,12.84,1.13,4,1
74,0,21.65660378,16.61590048,9.72182677,3.090977679,2,1
62,0,54.77169023,22.51345567,8.297532555,3.129956821,3,1
145,0,39.52405422,25.84779072,9.229060049,3.612232579,1,1
76,0,28.17,21.88,7.69,2.7,1,0
95,23,27.25,17.2,8.6,2,0,0
59,0,16.79454191,20.39885251,10.70488965,2.839816763,0,1
11,0,24.38,24.6,8.73,2.62,2,0
120,0,31.37,17.77,7.64,2.75,2,0
124,0,25.40356375,18.62136066,8.773884339,2.359272312,3,1
66,0,39.54865316,18.88254096,6.698120001,4.00447375,2,1
115,0,45.2,11.3,8.33,3.94,1,0
34,0,21.22,23.99,14.02,2.7,2,0
117,0,47.23625561,18.14646133,7.905539015,3.389282265,3,1
25,0,35.99,19.14,8.88,3.24,0,0
151,35,27.04480957,21.09742272,9.012080412,1.707302056,1,1
56,0,38.42,21.12,6.32,1.86,1,0
126,0,30.20375939,14.22390213,8.477342922,2.118540842,0,1
137,0,24.48,15.44,5.76,3.32,0,0
102,31,21.3,12,7.57,1.7,3,0
180,0,45.72357898,15.10958791,9.405979851,2.730286671,1,1
83,0,31.03,15.43,8.96,3.97,1,0
138,0,22.76,14.14,8.71,4.16,1,0
105,0,46.56671132,23.36108093,10.27732578,2.394424879,2,1
89,23,25.31091531,18.25689617,8.159634813,3.379649639,0,1
64,0,46.3638794,14.20443921,11.63065489,2.670768196,0,1
24,0,41.12,12.34,9.65,1.78,1,0
60,31,32.61,22.76,9.02,3.46,2,0
65,0,29.16811489,18.50300268,8.172935179,2.867972061,1,1
122,0,23.82,19.67,8.46,3.02,2,0
160,0,28.29,26.95,7.22,2.7,1,0
105,0,46.55224627,24.4088509,11.97073144,1.877738581,1,1
118,0,48.99591202,13.8128884,9.623012196,3.706511808,1,1
101,32,15.06522212,15.04432792,8.555273632,3.529992515,5,1
84,0,49.41683658,20.1155747,10.48311139,3.217381211,1,1
199,0,43.72040839,23.75947741,10.50432774,3.188999071,1,1
154,0,48.11143589,15.46226885,13.49446851,2.351625484,0,1
27,0,32.95,10.11,6.12,2.48,0,0
72,39,15.78,23.05,7.52,1.57,1,0
132,0,30.04,20.75,7.93,2.46,2,0
125,0,31.84,13.66,11.87,2.59,0,1
128,0,17.56,20.9,7.25,1.73,0,0
123,0,20.94,16.15,7.66,3.48,4,1
42,0,15.67,17.95,5.81,3.54,1,0
35,0,23.48,13.45,9.71,2.78,5,1
81,0,45.13620601,19.22084425,11.55625225,2.766372977,2,1
55,0,20.13589425,11.09280926,10.66221237,1.682957396,1,1
32,0,43.19798115,11.58463354,8.735793286,3.292683231,3,1
161,0,12.38,22.7,10.01,3.19,2,0
112,0,26.97466893,11.76804126,11.33283142,2.589192542,4,1
93,0,46.17,19.5,3.48,2.94,2,0
105,29,37.52,18.5,8.57,3.56,1,1
128,32,38.36888731,16.3363006,7.099385847,2.458330919,2,1
125,0,26.64673762,12.50540679,10.99678326,2.257673005,2,1
97,0,24.82,17.26,6.83,3.59,1,0
35,0,25.29864629,14.74496724,8.713871357,2.694617545,5,1
93,0,24.87,18.41,10.49,3.11,0,0
125,0,32.33,17.78,4.59,3.83,4,1
90,0,34.15,13.97,11.21,2.4,1,0
74,0,39.71,14.28,12.43,1.7,2,0
72,0,23.39,12.2,12.32,2.59,2,0
136,0,16.64926161,8.675618093,7.113394804,3.102160833,3,1
161,0,38.09299293,23.45738264,10.75101359,3.162657604,1,1
154,0,48.13622239,15.44912449,13.56375803,2.35876099,0,1
133,0,20.03,16.93,10.98,3.19,0,1
125,0,40.92,22.9,8.42,2.73,0,1
123,0,22.49017127,14.18133318,7.343272516,3.451522919,3,1
92,22,24.57769728,14.47885843,8.758317017,3.309439006,2,1
41,0,40.43,19,9.78,2.75,2,0
92,0,33.41,16.15,7.34,2.92,2,0
74,0,28.1,16.87,9.38,2.65,1,0
103,28,20.57,22.98,7.22,2.08,2,0
87,22,40.94,6.45,10.11,1.92,2,0
132,36,38.45,15.44,11.65,2.84,3,1
134,0,44,11.01,8.71,2.94,2,0
108,0,48.4010647,19.24682529,10.47459146,3.40043193,2,1
68,0,40.31,19,4.38,3.56,1,0
76,0,44.78,19.58,7.68,3.08,1,1
37,0,18.12,12.53,10.61,2.59,2,0
95,0,34.58,14.33,7.79,3.7,2,0
111,0,16.88,22.99,10.14,2.43,3,0
59,28,20.55,18.11,7.34,2.3,2,0
31,0,16.58,22.13,3.99,1.89,1,0
109,0,27.69910889,12.04634475,7.015245478,2.138409773,4,1
70,0,30.01,10.13,10.25,2.35,1,0
81,0,26.27,18.38,10.34,3.7,1,0
24,0,41.11709715,16.15233201,8.468638906,3.999586806,0,1
41,0,42.58266202,21.69069097,7.726230144,2.670786141,2,1
68,0,42.26,16.92,5.06,1.76,2,0
85,0,16.44,16.47,7.73,2.62,2,0
108,0,30.31,16.07,5.81,3.94,0,0
130,0,21.59,17.59,10.43,1.65,0,0
21,31,23.1,23.04,8.06,2.57,6,0
54,0,22.83,13.22,4.59,3.97,3,0
64,0,22.48530178,9.572805739,11.00139496,3.423642239,4,1
112,0,21.72722871,19.11989069,8.059851683,2.602217029,2,1
65,0,16.32,9.95,7.78,1.81,3,0
136,0,34.77,17.75,10.08,2.65,0,0
136,21,30.5,15.39,14.43,2.57,2,0
128,0,40.44,21.05,9.4,3.75,1,1
99,0,31.04,13.13,8.82,3.27,0,0
90,0,25.89,14.03,13.24,2.43,2,0
96,0,46.48383568,18.13427699,9.527830994,2.23789202,0,1
136,0,43.29525659,14.63022206,12.45881229,2.91281489,1,1
172,0,36.67,12.44,11.91,1.92,3,0
105,0,24.89,19.13,10.35,2.3,1,0
125,0,27.21152657,13.3079248,10.85495752,2.228011569,1,1
135,0,41.96,15.96,6.95,3.4,1,0
116,0,43.31304465,20.76009311,11.14578978,2.636529057,1,1
98,22,47.31,7.94,4.84,2.62,0,0
136,0,45.47597319,16.45710879,4.021390632,1.366351724,2,1
97,0,22.78146162,15.18536435,7.950004199,3.21,4,1
172,0,47.1555076,20.59510181,7.316038834,3.047105302,1,1
88,0,22.94949345,14.62420262,9.460761409,2.44256862,4,1
81,28,28.54,16.21,8.69,2.48,4,1
80,0,26.69,17.75,5.1,4.37,2,0
75,0,53.02447433,14.32196579,12.68187062,1.626872867,2,1
99,0,27.15,13.21,11.51,2.27,1,0
78,0,39.94857594,22.37729013,10.77411265,2.461827852,0,1
99,0,27.72103651,14.87651355,7.001861012,3.145418139,2,1
126,0,44.94822531,22.54295276,9.243955176,1.686323443,0,1
99,33,30.45,20.26,7.46,2.86,2,0
118,0,12.4017011,22.92389711,8.990416996,2.374211484,1,1
116,0,48.89495823,21.95463784,8.151992131,3.021615723,0,1
61,43,24.28283595,9.707410025,7.375987166,2.95422696,3,1
128,25,45.07,16.78,11.01,2.7,1,0
121,0,27.30184621,8.84501896,11.04317834,3.541789022,3,1
130,0,23.95,18.49,5.56,3.67,3,0
103,24,19.01,20.37,12.07,1.86,1,0
217,0,47.39622431,18.14952746,9.845064145,3.162961335,1,1
117,0,48.66794226,22.09411115,7.071249297,2.718291213,1,1
122,0,24.10151378,16.74771551,5.617925805,2.62796076,3,1
122,0,28.99,14.76,11.19,3.05,1,0
16,0,52.56603167,16.75185894,8.964836045,3.090331661,0,1
121,0,24.62,17.05,9.4,3.59,0,1
87,30,33.47049924,15.5772433,7.167191926,2.208641573,1,1
93,21,20.04,13.98,9.76,2.65,1,0
87,0,29.17,17.43,7.68,3.73,0,0
67,0,27.15675999,18.51019682,7.776623796,3.088947785,2,1
99,0,27.58703923,16.19297209,7.324288949,3.246965297,1,1
1,0,27.8286653,15.10260865,8.581673658,2.33869215,4,1
3,0,21.59482932,22.24215723,12.13131752,1.666007681,2,1
145,0,38.11,26.77,8.23,4.35,1,1
80,0,25.47,23.49,10.86,2.94,2,0
90,0,24.21,10.73,12.34,1.24,1,0
78,0,33.81,17.9,11.34,3.89,0,1
64,0,38.22,16.15,9.96,2.48,1,0
85,33,35.34,19.85,9.96,3.65,1,0
135,18,30.62,12.96,11.62,3.43,1,0
30,0,33.18,15.28,13.42,3.11,1,0
141,0,51.24,22.88,6.69,3.89,0,1
112,0,21.15,16.67,7.47,2.75,2,0
190,0,30.97,18.05,10.49,2.51,2,0
113,0,34.1189307,23.04667328,8.477693046,3.617415849,1,1
185,24,20.67,9.21,9.28,3.32,5,1
63,0,42.96061804,20.03043362,8.962069379,3.824301238,0,1
75,0,23.55,13.02,9.7,3,1,0
89,24,33.63,18.97,9.08,1.54,1,0
112,0,20.16919538,10.67502461,7.279816738,3.133616431,5,1
136,0,37.80746589,20.82885729,4.785099066,3.909821195,1,1
67,0,30.26,19.86,7.9,1.7,2,0
91,20,24.84,23.58,6.2,1.67,1,0
47,31,23.9,22.49,10.74,2.62,2,0
34,0,50.09828846,22.82731415,7.883812808,2.833812808,1,1
38,42,31.96881972,21.14603603,6.23984712,5.078476656,0,1
103,34,16.33451703,17.09307501,10.26270166,2.661742279,5,1
129,0,37.21850308,30.01006962,6.005594335,4.354397929,4,1
115,0,24.41,23.63,2.1,3.43,0,0
53,30,30.69209749,16.94909014,9.529952261,3.272304361,3,1
63,32,37.21,18.22,11.71,3.48,1,0
103,0,44.0226279,15.34223951,13.17412791,3.142246513,1,1
68,0,24.12,14.13,10.06,2.48,1,0
243,0,16.24,13.91,11.89,1.78,2,0
110,0,41.23,13.8,8.28,2.11,4,0
117,0,28.7,20.52,9.22,4.19,0,0
52,0,24.57,25.2,8.74,3.35,1,0
51,0,30.04,18.61,8.28,2.46,0,0
133,35,37.74506238,15.73113008,11.28013663,2.982818531,2,1
155,0,28.12,15.61,3.61,2.4,3,0
147,38,41.38,23.27,12.73,3.81,2,0
127,0,21.34502633,16.81352528,6.786916186,2.616601211,1,1
143,0,46.19,16.07,4.55,4.64,1,0
115,0,38.53283904,23.58975865,9.702957681,3.300560438,2,1
60,0,30.5,22.37,6,3.62,2,0
120,0,32.29721952,15.00718293,8.27857317,2.93989634,1,1
32,26,41.4,20.13,7.8,2.43,1,0
153,0,26.81859357,18.98061313,8.595811452,3.914806065,0,1
182,0,47.52,17.27,7.84,2.89,2,1
157,0,34.10309817,17.24136077,13.54790605,2.4,0,1
92,0,43.23350699,17.77629038,12.68167097,3.215371197,3,1
90,0,11.28744964,14.77014125,10.26459325,2.596555062,2,1
82,0,30.46,19.46,8.45,3.56,1,0
136,0,42.45171782,14.82904679,12.6194291,3.302070546,0,1
153,0,58.98442216,17.76896251,10.74287029,2.739348704,1,1
91,23,25.28127988,14.74507887,8.900935112,3.356978371,2,1
127,0,22.93,18.83,5.12,4.05,1,0
105,0,46.58,22.36,8.82,3.05,3,1
132,0,35.05,17.95,8.83,2.75,1,0
101,0,46.07315028,17.57814143,9.831327732,3.163167971,2,1
132,0,44.93137649,24.08124287,8.118048753,3.654443699,1,1
32,0,26.84,15.37,5.96,3.46,1,0
107,0,26.57,18.3,5.32,2.38,1,0
164,28,26.54,17.84,8.55,3.08,0,0
177,0,45.73200332,19.86980492,10.36420172,2.460133739,2,1
80,0,45.68,25.59,7.52,1.57,2,1
190,0,24.29,15.12,5.1,1.78,0,0
97,0,20.47522048,14.27976665,8.790920311,3.216891438,4,1
73,0,23.39,15.27,7.78,2.89,1,1
178,0,21.17,12,12.07,3.08,2,1
86,41,38.34,19.49,6.03,3.13,2,0
95,0,30.82905062,17.34352246,12.83541778,2.879553333,1,1
121,35,11.68,17.78,8.88,3.08,1,0
189,38,43.64,12.79,5.54,3.08,3,0
73,33,22.07,19.15,11.81,2.32,1,0
74,0,21.39,17.65,9.33,3.81,1,1
95,32,44.57,14.04,8.74,2.86,0,0
73,0,36.72119443,18.668483,12.37067132,2.88645161,0,1
107,0,36.6127391,23.85832812,12.60415576,3.057277115,0,1
99,0,9.32,14.71,8.78,2.03,1,0
58,0,40.64735817,26.20783701,5.64606858,2.555824158,1,1
115,30,30.8,16.42,6.89,2.67,2,0
17,0,27.46,18.21,14.18,2.32,1,0
113,0,46.63682547,22.66926981,9.742817189,2.484225784,0,1
88,0,20.20003587,14.70769484,7.763854892,2.231536775,4,1
48,22,25.84,22,11.84,4.24,2,1
84,0,27.03,14.27,7.54,3.32,1,0
202,0,28.71,20.04,12.29,3.94,3,0
86,0,12.02,17.94,7.86,0,2,0
95,0,21.88558679,18.36583211,11.44580464,1.714379352,6,1
134,0,30.11,18.54,8.27,3.43,3,0
42,34,22.36,15.75,7.98,2.94,0,0
172,34,28.30819118,11.72079319,8.326063727,1.650189018,5,1
132,36,34.32,13.29,5.91,3.7,0,0
91,34,29.8,22.3,6.48,1.51,1,0
100,0,34.65,24.06,8.88,3.38,0,0
108,0,37.05420123,23.87545879,11.19078715,3.175058223,1,1
140,0,21.3,14.25,11.73,2.27,1,0
131,0,20.79,10.1,6.66,3.7,3,1
123,0,35.6,20.18,10.76,2.65,1,0
90,0,28.48,11.82,6.23,3.51,1,0
118,36,50.13,14.08,8.51,2.65,3,0
88,0,30.23,19.25,9.98,2.13,1,0
200,0,49.1896547,20.99432803,9.651114854,3.314988736,1,1
118,0,32.18,19.85,12.19,2.7,2,0
73,47,29.53,17.34,7.86,1.7,2,0
119,0,48.81,13.54,9.76,3.75,2,1
130,0,30.07,7.71,10.71,2.57,1,0
105,0,38.66,22.82,6.45,3.51,1,0
157,0,58.32024577,22.12560128,9.61263352,2.180462993,2,1
127,25,34.65,22.7,10.13,1.97,0,0
20,35,29.16,13.01,7.45,1.92,0,0
125,0,24.45423377,7.73837191,10.51509681,2.373942149,3,1
81,0,53.33293508,22.31576164,6.276581441,2.026590732,0,1
93,23,33.32,13.29,9.02,4.13,1,0
132,0,47.31557475,19.44719804,5.529226869,3.381140155,1,1
73,0,49.31712575,15.31368377,9.827348889,2.77364648,0,1
73,0,23.31,17.92,8.61,3,1,0
65,0,24.41,15.95,9.01,2.51,3,1
75,0,37.81,27.8,9.36,2.35,1,1
68,24,29.92,23.62,7.86,3.97,1,0
41,22,36.35,12.05,6.4,1.94,0,0
138,0,39.72489121,14.80807176,11.14960301,3.155447919,0,1
91,0,25.59366358,14.56843246,10.50054651,3.713783853,3,1
161,0,54.79,19.58,10.87,2.11,2,1
171,0,39.3,16.04,9.31,3.32,1,0
112,0,13.87,22.79,6.34,2.32,1,0
80,0,32.17724695,18.89658461,11.98890245,3.725969706,2,1
96,0,22.84401659,16.227784,8.018808882,2.861468118,4,1
59,0,28.27,20.34,5.54,2.7,2,0
92,0,38.64711778,17.62114393,10.81542248,4.290148589,1,1
68,0,22.88,17.58,6.23,2.54,2,0
57,42,20.44200433,16.75947701,6.958035408,2.881391925,3,1
142,0,39.53,15.45,9.14,2.81,4,0
120,0,36.67,20.77,9.5,3.08,2,0
51,0,39.51,15.93,10.4,2.46,1,0
103,0,45.39,17.37,11.11,3.05,1,1
132,32,37.61336161,22.15134241,7.564102893,4.067693153,2,1
80,0,35.68,19.22,6.94,2.43,1,0
43,0,27.29,20.04,5.03,3.73,1,1
179,0,37.26,12.7,11.01,1.65,0,0
102,0,19.52,6.96,13.69,3.24,0,0
48,0,26.56706435,18.12519749,8.732625893,2.362649083,5,1
79,0,11.34,17.34,11.46,4.08,1,0
60,0,33.01,14.79,4.02,3.02,2,0
60,0,35.04579667,24.02092604,9.09,2.94443907,0,1
124,0,20.82403346,13.38240498,9.261649346,2.837628405,2,1
92,0,22.22,22.15,10.99,2.54,2,1
85,0,37.86934614,24.25238809,11.524236,2.127014881,2,1
70,0,31.93553235,16.78020985,9.621354457,3.636606659,4,1
130,0,46.1136986,20.54426145,9.337648372,2.474625335,3,1
109,0,31.3,17.99,10.93,2.67,1,0
79,0,13.8,18.33,11.07,2.94,1,0
128,34,24.19,16.56,10.77,4.32,1,0
195,0,43.09809088,25.92306236,10.94336133,3.574221247,1,1
95,0,45.64364441,19.99800754,8.148688509,2.011563674,1,1
13,0,45.64209857,15.61906644,11.04208909,3.647660483,1,1
24,0,45.12599193,18.98041361,8.061950232,2.853950904,1,1
90,0,35.22,24.86,10.18,2.16,2,0
145,0,32.18,17.31,9.82,3.83,5,0
118,21,26.61,17.78,7.14,3,4,1
60,0,17.15201081,20.48428185,10.22225803,2.644823341,1,1
118,0,49.76705064,19.34036019,8.748711067,2.325090048,0,1
77,0,24.19,26.04,8.84,2.67,1,0
71,0,48.51468088,25.44845111,10.15323332,2.720268456,3,1
123,32,36.09,21.38,9.39,1.78,3,0
93,21,22.81,13.81,8.4,3.19,4,1
150,0,21.42,20.27,12.83,2.75,3,0
37,0,29.72911277,17.28382325,7.378189937,2.52989756,3,1
87,0,37.50687789,15.58177621,12.48760463,2.658045393,1,1
107,0,47.67497773,19.55591982,10.54013553,3.664932234,1,1
113,0,34.58,18.68,10.8,2.24,1,0
95,0,21.77297756,18.11959193,11.30804398,1.799548401,5,1
69,0,30.06,16.66,10.47,3.54,1,1
92,0,33.52,20.6,8.64,2.97,2,0
1,0,24.62,9.56,9.84,3.73,1,0
116,0,43.34812683,21.11795478,10.29044248,2.461011139,2,1
58,0,19.17055708,17.92138813,11.35023743,3.710109588,0,1
189,0,42.29762888,25.32084138,9.909109864,3.696005986,1,1
63,0,46.76556469,13.78184142,11.25407996,3.047766845,0,1
119,24,36.92,11.79,6.27,3.05,0,0
96,0,52.3438457,12.78816103,8.101939585,2.826349916,0,1
138,0,45.63,14.82,8.71,3.13,1,0
121,0,27.61,24.24,5.28,1.57,2,0
141,39,19.87,23.5,13.05,3.32,0,0
164,0,36.65,14.59,4.97,3.05,1,0
109,39,14.69,16.07,10.14,1.3,2,0
136,0,23.97330119,13.56962987,7.687414669,1.973606499,4,1
73,0,41.09,14.32,7.64,3,2,0
23,0,53.86855104,21.31360019,6.388948921,2.892706279,2,1
81,0,47.20754994,16.52585375,8.066282202,2.674151903,0,1
164,33,33.39096855,10.95096855,9.482448071,2.575397246,4,1
160,0,20.21,13.9,8.78,3.54,0,0
103,0,10.68,14.48,12.61,2.54,3,0
116,35,31.08,18.08,8.72,2.97,1,0
123,0,21.35161662,14.41941626,6.852918716,3.136937613,2,1
109,0,19.74789833,17.10422493,8.995486671,1.907790177,4,1
92,0,22.22282952,22.06794396,10.89615429,2.550846489,1,1
92,0,34.32,19.28,9.79,3.7,3,0
81,0,29.44,20.08,10.81,3.19,2,0
90,0,39.95,22.72,9.99,1.43,3,1
56,0,27.93,19.86,8.43,3.19,2,0
199,34,39.2,18.65,13.47,2.16,0,0
44,0,42.60150639,20.81469369,7.315023562,3.027015176,2,1
127,0,55.40886517,15.00532228,8.667165692,2.392019167,0,1
111,13,32.83,9.49,10.23,3.27,1,0
106,30,37.42,18.89,7.13,3.54,0,0
138,0,33.03,16.14,10.45,2.43,5,0
111,0,46.87979404,23.97909534,9.161191428,2.3,0,1
106,37,38,19.98,6.3,2.86,2,0
70,0,22.08,17.74,10.41,3.86,1,0
38,36,19.62,14.13,8.31,4.1,2,0
54,0,48.09707842,19.95022941,10.06189131,3.696736384,0,1
69,0,33.16611713,16.36468772,11.00110102,3.247720561,5,1
162,0,22.98,20.57,11.11,2.75,2,0
132,0,48.4073843,19.67851362,7.079041268,2.890751121,1,1
94,28,15.76,10.86,10.15,2.67,3,0
87,0,31.77,15.52,6.44,1.13,1,0
39,0,30.8,29.32,9.61,3.27,3,0
101,0,28.48436107,13.88729424,7.270914232,3.720068104,4,1
101,0,39.32,19.1,9.66,1.94,1,0
56,0,24.84,16.68,13.95,2.48,0,0
60,0,37.46904385,26.09707972,10.43500443,2.739427812,0,1
89,0,27.01004717,14.64820281,10.84363907,2.679970209,4,1
145,0,22.95,17.54,9.47,5.32,0,0
111,0,24.19,10.44,10.33,3.46,2,0
161,0,32.23,22.73,8.3,0.35,1,0
39,17,39.22,17.6,9.4,2.48,3,0
170,34,21.3,20.45,10.95,1.89,3,0
137,0,43.86,20.95,7.79,2.94,0,1
137,0,40.34,15.02,11.85,3.83,0,1
124,0,32.98,20.49,10.24,3.21,0,0
74,0,23.24,19.43,11.94,2.65,0,0
102,0,29.67,18.16,7.41,2.78,4,0
131,0,44.91,15.3,10.08,2.89,2,0
36,0,43.08,15.5,12.41,2.27,1,0
125,0,47.29410948,19.83260881,10.56359056,3.089593236,1,1
131,0,26.08,16.87,7.4,2.81,0,0
149,0,23.87,23.1,8.47,3,1,0
110,0,3.21,21.96,4.93,4,1,0
124,0,32.74,18.98,8.41,1.13,1,0
78,0,49.39,13.46,11.5,2.32,2,1
78,0,22.34,16.14,6.63,3.02,2,0
98,0,36.92,25.79,8.87,3.35,0,1
133,44,29.58,17.8,10.08,3.81,2,1
90,0,12.94,24.68,10.66,2.92,0,0
67,0,28.53,14.25,4.96,2.27,1,0
88,0,25.19,26.24,10.59,1.73,2,0
105,0,21.32,22.23,10.87,3.08,2,0
58,0,41.40060544,25.86428402,5.540341284,2.540621753,1,1
100,32,21.28,19.63,8.64,3.4,3,0
164,0,27.60622705,14.90822509,8.82073375,2.524536428,4,1
112,16,34.05,16.81,6.8,2.81,1,0
76,0,29.09,21.86,4.12,4.37,1,0
8,0,29.92,19.91,8.71,2.3,1,0
77,0,42.15498878,22.07380131,10.38407161,1.97537629,0,1
101,29,20.59,15.84,10.88,2.73,0,0
82,20,17.46262075,20.08882707,7.986453003,2.678016916,4,1
3,36,20.08,18.83,4.68,3.21,2,0
100,0,48.76464405,14.98813695,8.534671201,2.44179932,0,1
83,0,37.64,19.7,5.51,2.65,3,0
40,0,19.67,10.86,4.84,2.51,1,0
149,0,49.50396312,15.86073171,10.4491758,2.340121362,1,1
102,31,17.79435225,21.76717412,12.91421495,2.260075622,3,1
52,0,26.35,11.34,7.92,1.89,4,1
120,0,42.84,12.77,6.83,2.59,2,0
105,27,43.13933666,18.36001652,10.47644162,3.779974033,1,1
115,0,42.62335375,21.11771118,5.928066015,3.257931378,2,1
78,0,32.59,20.52,9.16,2.46,1,0
102,0,13.33,18.25,5.38,1.94,0,0
80,0,44.20364338,18.3338122,12.18997186,2.586966795,0,1
98,0,38.61,10.24,5.27,1.27,5,1
153,22,28.51,20.98,9.18,2.03,1,0
140,0,15.84,16.8,9.89,2.84,1,0
99,0,24.75,19.63,8.17,3.08,1,0
110,0,21.72951357,18.25044761,6.602905884,2.892763283,4,1
90,0,23.94,25.76,12.03,3.81,0,0
86,0,36.77,22.64,9.63,1.22,0,0
100,0,26.98217678,15.8359921,9.276401122,3.541472307,3,1
92,0,35.22785117,22.23968039,12.18986201,3.835433424,0,1
86,0,46.11750719,19.29881729,7.151937538,3.493785442,0,1
103,0,25.13,15.52,11.74,1.86,1,0
94,0,38.35107336,21.84360298,10.10523553,3.01855156,3,1
127,0,41.17,19.22,11.34,3.75,2,1
76,0,28.82,10.54,9.87,2.7,0,0
92,0,26.81,25.38,9.76,3.73,1,0
4,0,28.85,11.2,11.03,3.83,0,1
71,0,37.22321838,25.25199334,11.59082741,1.979957539,2,1
58,0,22.26899417,11.77352619,12.90254773,2.864948485,2,1
43,0,39.13,15.87,5.78,2.48,0,0
84,0,49.50996213,20.20127989,10.63077661,3.143177583,1,1
151,31,40.92,9.05,8.81,2.86,2,0
77,0,35.5,14.91,7.72,3.62,0,0
149,0,37.64,16.89,4.78,2.7,1,0
112,0,44.44,13.13,5.89,3.13,1,0
108,0,23.34,12.22,10.74,2.4,1,1
166,0,23.14,15.42,5.91,3.05,0,0
91,0,52.22509366,11.98276081,9.299973262,2.496169085,0,1
115,0,48.69,17.48,8.61,1.86,1,1
76,0,22.05,15.09,10.3,2.03,5,1
104,0,20.15,15.11,11.51,3.27,1,0
155,21,33.3,18.18,3.97,2.32,0,0
209,0,43.37,19.6,9.81,2.3,3,1
55,45,22.19,17.71,6.37,2.97,4,1
50,0,27.03416193,18.08488868,9.098824098,2.344662172,4,1
140,0,27.64,17.53,6.37,2.21,1,0
38,25,24.21,26.66,5.7,3.62,2,0
81,0,43.49856399,17.98458103,12.60928357,2.367702908,1,1
152,0,24.06,22.36,9.32,0.92,2,0
82,0,31.21,25.8,8.54,2.78,0,0
140,0,22.03,20.93,7.74,2.54,3,0
77,0,29.89,13.28,10.68,1.35,0,0
84,0,46.6,12.25,12.07,2.67,2,0
165,0,31.71539824,14.79471555,7.252376082,2.847029897,2,1
100,39,34.83,17.87,7.6,3.02,2,0
143,0,23.81496863,14.58045909,2.33093942,1.879331789,4,1
111,19,26.56577955,13.88657508,11.33926517,2.498746326,4,1
85,0,55.28157061,17.50653435,9.705578248,2.656534351,1,1
90,0,30.45,16.2,5.75,2.86,3,0
89,19,19.86335159,21.77310257,5.864727885,3.04450234,0,1
162,0,37.72,9.58,7.94,2.89,1,0
69,0,33.17,22.23,9.17,3.08,0,0
69,0,29.02,9.49,7.72,1.3,3,0
148,37,26.147134,18.95746515,10.00788557,2.360179426,2,1
81,0,23.94,17.98,9.76,3.29,0,0
135,0,41.34061409,22.32299961,6.451568034,4.33506889,0,1
158,19,21.69,19.99,8.78,2.73,0,0
